model,language,category,emotion,condition,mean_cosine_similarity_top_10,mean_projection_top_10,category_retention_at_10,unique_candidates
gemini,en,food,anger,shuffled_emotion,0.5049891613423825,0.016386317549040543,1.0,14
gemini,en,food,disgust,emotion,0.5108658857643604,0.06754297789884726,1.0,12
gemini,en,food,disgust,identity,0.6713498294353485,0.0003966935561038573,1.0,10
gemini,en,food,disgust,random,0.4716734290122986,0.0003966935561038576,1.0,10
gemini,en,food,disgust,shuffled_emotion,0.48915194943547247,0.0010728785768151373,1.0,13
gemini,en,food,joy,emotion,0.48915194943547247,0.0020295523805543727,1.0,13
gemini,en,food,joy,identity,0.6713498294353485,-0.01261498624226077,1.0,10
gemini,en,food,joy,random,0.4808934718370438,-0.016334489115979504,1.0,10
gemini,en,food,joy,shuffled_emotion,0.49532941579818723,-0.012030466040596353,1.0,13
gemini,en,food,sadness,emotion,0.5049891613423825,0.02514719707833135,1.0,14
gemini,en,food,sadness,identity,0.6713498294353485,-0.004364393200376062,1.0,10
gemini,en,food,sadness,random,0.48385377526283263,-0.013170476621598922,1.0,10
gemini,en,food,sadness,shuffled_emotion,0.5108658857643604,0.029122571393963854,1.0,12
gemini,en,object,anger,emotion,0.4782467603683472,0.0766954944003373,1.0,15
gemini,en,object,anger,identity,0.646011233329773,0.03690669389907267,1.0,10
gemini,en,object,anger,random,0.4531977742910385,0.041463671787641904,1.0,10
gemini,en,object,anger,shuffled_emotion,0.47934212908148766,0.06012881138594817,1.0,16
gemini,en,object,disgust,emotion,0.46979636400938035,0.06877320399507877,1.0,12
gemini,en,object,disgust,identity,0.646011233329773,0.01310062240809201,1.0,10
gemini,en,object,disgust,random,0.46084797084331514,0.011188142234459509,1.0,10
gemini,en,object,disgust,shuffled_emotion,0.48283353447914124,0.0252006341004744,1.0,12
gemini,en,object,joy,emotion,0.48283353447914124,0.07165974089875812,1.0,12
gemini,en,object,joy,identity,0.646011233329773,0.05258094863966103,1.0,10
gemini,en,object,joy,random,0.46226421892642977,0.05562692680396135,1.0,10
