model,language,category,emotion,condition,mean_cosine_similarity_top_10,mean_projection_top_10,category_retention_at_10,unique_candidates
gemini,en,person,disgust,random,0.45075455904006956,-0.00992324179969726,1.0,10
gemini,en,person,disgust,shuffled_emotion,0.48249593675136565,0.0005745912436395898,1.0,10
gemini,en,person,joy,emotion,0.48249593675136565,0.0567964228335768,1.0,10
gemini,en,person,joy,identity,0.6379205048084259,0.00477542574517431,1.0,10
gemini,en,person,joy,random,0.4638253033161163,-0.00882706181146201,1.0,10
gemini,en,person,joy,shuffled_emotion,0.4855292707681656,0.02817915845662352,1.0,10
gemini,en,person,sadness,emotion,0.5074393540620804,0.08566683947574343,1.0,10
gemini,en,person,sadness,identity,0.6379205048084259,-0.00701577907893806,1.0,10
gemini,en,person,sadness,random,0.4470402240753174,-0.00701577907893806,1.0,10
gemini,en,person,sadness,shuffled_emotion,0.4721636712551117,0.0382528838003054,1.0,10
gemini,en,place,anger,emotion,0.4553681701421738,0.08101720474660393,1.0,10
