model,language,category,emotion,emotion_strategy,neutral_strategy,projection_emotion,projection_identity,projection_random,projection_shuffled_emotion,delta_emotion_minus_identity,delta_emotion_minus_random,delta_emotion_minus_shuffled
gemini,zh,situation,joy,centroid_phrases,neutral_centroid,0.12940695621073242,0.0264641403686255,0.0452151502948254,0.03782933889888225,0.10294281584210692,0.08419180591590703,0.09157761731185017
gemini,zh,situation,sadness,centroid_phrases,neutral_centroid,0.08495774064213032,0.04459018707275387,0.04768278934061524,0.06833954136818642,0.040367553569376456,0.037274951301515084,0.01661819927394391
mmlw_roberta_large,en,food,anger,centroid_phrases,neutral_centroid,0.042560823634266796,0.030974453501403286,0.0391411859542131,0.03279913011938329,0.01158637013286351,0.003419637680053697,0.009761693514883506
mmlw_roberta_large,en,food,disgust,centroid_phrases,neutral_centroid,0.05259943753480907,0.030574837885796992,0.0277064140886068,0.03106185141950843,0.02202459964901208,0.02489302344620227,0.02153758611530064
mmlw_roberta_large,en,food,joy,centroid_phrases,neutral_centroid,0.0229349913075566,0.01480026247445492,0.0171441931510344,0.02283180244266985,0.00813472883310168,0.005790798156522201,0.00010318886488674961
mmlw_roberta_large,en,food,sadness,centroid_phrases,neutral_centroid,0.03171249525621531,0.027947981562465408,0.028615526203066084,0.04051334029063579,0.0037645136937499053,0.0030969690531492296,-0.008800845034420475
mmlw_roberta_large,en,object,anger,centroid_phrases,neutral_centroid,0.01730802282690998,0.00372588615864512,0.0029466891661286,0.01266318862326439,0.013582136668264862,0.014361333660781381,0.0046448342036455904
mmlw_roberta_large,en,object,disgust,centroid_phrases,neutral_centroid,0.021956499991938428,-0.0008682237938046598,0.0074139021802693186,0.01290632565505798,0.022824723785743087,0.01454259781166911,0.009050174336880448
mmlw_roberta_large,en,object,joy,centroid_phrases,neutral_centroid,0.03438158342614766,0.01629259632900355,0.01629259632900355,0.030267900601029362,0.01808898709714411,0.01808898709714411,0.004113682825118297
mmlw_roberta_large,en,object,sadness,centroid_phrases,neutral_centroid,0.023228053515776958,0.00971642187796532,0.01457158536650239,0.031159286061301788,0.013511631637811638,0.008656468149274567,-0.00793123254552483
mmlw_roberta_large,en,person,anger,centroid_phrases,neutral_centroid,0.06178171308711167,-0.0032833013683557497,0.01193820347543805,0.0400330946780741,0.06506501445546742,0.049843509611673616,0.021748618409037565
mmlw_roberta_large,en,person,disgust,centroid_phrases,neutral_centroid,0.059834251832216946,-0.00237734778784216,0.01526377713307736,0.046647941041737764,0.06221159962005911,0.044570474699139585,0.013186310790479182
mmlw_roberta_large,en,person,joy,centroid_phrases,neutral_centroid,0.05754571533761914,0.00552963248919695,0.00958560756407675,0.039661347214132496,0.052016082848422185,0.047960107773542385,0.017884368123486642
mmlw_roberta_large,en,person,sadness,centroid_phrases,neutral_centroid,0.051072849659249166,0.007176987593993519,0.00478982510976491,0.060854139458388044,0.04389586206525565,0.046283024549484256,-0.009781289799138879
mmlw_roberta_large,en,place,anger,centroid_phrases,neutral_centroid,0.00445276671089233,-0.00583374998532233,-0.0062618347816169205,0.00445276671089233,0.01028651669621466,0.01071460149250925,0.0
mmlw_roberta_large,en,place,disgust,centroid_phrases,neutral_centroid,0.00968737270450221,-0.004451066919136761,0.0033292895997874697,0.00707556804409252,0.01413843962363897,0.00635808310471474,0.0026118046604096893
mmlw_roberta_large,en,place,joy,centroid_phrases,neutral_centroid,0.03060965246986596,0.0013684898847714302,0.012170543964020909,0.020352170499973,0.02924116258509453,0.01843910850584505,0.01025748196989296
mmlw_roberta_large,en,place,sadness,centroid_phrases,neutral_centroid,0.01153346712235361,-0.0048131139716133305,-0.0005623217439278801,0.01273281543981283,0.01634658109396694,0.01209578886628149,-0.0011993483174592198
mmlw_roberta_large,en,situation,anger,centroid_phrases,neutral_centroid,0.052803413849323966,0.046737983170896745,0.03677493389695881,0.04731403486803172,0.006065430678427221,0.016028479952365157,0.005489378981292245
mmlw_roberta_large,en,situation,disgust,centroid_phrases,neutral_centroid,0.06087379101663824,0.05541782062500713,0.052913793735206105,0.06418060716241594,0.005455970391631114,0.007959997281432138,-0.0033068161457776996
mmlw_roberta_large,en,situation,joy,centroid_phrases,neutral_centroid,0.06236032675951716,0.04454902969300743,0.041857360675930946,0.04382603615522382,0.017811297066509725,0.020502966083586212,0.01853429060429334
