model,language,category,emotion,condition,mean_cosine_similarity_top_10,mean_projection_top_10,category_retention_at_10,unique_candidates
bielik_1_5b_v3,pl,food,joy,shuffled_emotion,0.8985439360141754,0.01501190772978589,1.0,14
bielik_1_5b_v3,pl,food,love,emotion,0.897631561756134,0.016685309819877144,1.0,13
bielik_1_5b_v3,pl,food,love,identity,0.9523299634456635,0.00448207794688643,1.0,10
bielik_1_5b_v3,pl,food,love,random,0.6760045170783997,0.00497353994287551,1.0,10
bielik_1_5b_v3,pl,food,love,shuffled_emotion,0.9096269994974137,0.01214498654007911,1.0,13
bielik_1_5b_v3,pl,food,negative,emotion,0.90791235268116,0.02342632174259051,1.0,14
bielik_1_5b_v3,pl,food,negative,identity,0.9523299634456635,0.00982252905378119,1.0,10
bielik_1_5b_v3,pl,food,negative,random,0.6747747719287872,0.010850461095105865,1.0,10
bielik_1_5b_v3,pl,food,negative,shuffled_emotion,0.9043661415576935,0.022387314715888347,1.0,13
bielik_1_5b_v3,pl,food,positive,emotion,0.9096269994974137,0.014742663782089943,1.0,13
bielik_1_5b_v3,pl,food,positive,identity,0.9523299634456635,0.004870945215225235,1.0,10
bielik_1_5b_v3,pl,food,positive,random,0.677473920583725,0.0019131360109895651,1.0,10
bielik_1_5b_v3,pl,food,positive,shuffled_emotion,0.90791235268116,0.017337088380008935,1.0,14
bielik_1_5b_v3,pl,food,sadness,emotion,0.9043661415576935,0.01945639505283906,1.0,13
bielik_1_5b_v3,pl,food,sadness,identity,0.9523299634456635,0.008117125299759205,1.0,10
bielik_1_5b_v3,pl,food,sadness,random,0.6676930606365203,0.00562784902285784,1.0,10
bielik_1_5b_v3,pl,food,sadness,shuffled_emotion,0.8962284207344056,0.021178157546091814,1.0,15
bielik_1_5b_v3,pl,object,amusement,emotion,0.8824959874153138,0.06287437968421725,1.0,17
bielik_1_5b_v3,pl,object,amusement,identity,0.9346727013587952,0.014119969331659366,1.0,10
bielik_1_5b_v3,pl,object,amusement,random,0.6560175299644471,0.01780316054355352,1.0,10
bielik_1_5b_v3,pl,object,amusement,shuffled_emotion,0.8852951198816299,0.0558919976931065,1.0,17
bielik_1_5b_v3,pl,object,anger,emotion,0.8828652769327163,0.04369054458802561,1.0,16
bielik_1_5b_v3,pl,object,anger,identity,0.9346727013587952,0.012605526030529265,1.0,10
bielik_1_5b_v3,pl,object,anger,random,0.642874276638031,0.010377951862756139,1.0,10
bielik_1_5b_v3,pl,object,anger,shuffled_emotion,0.8818451344966889,0.04369054458802561,1.0,16
bielik_1_5b_v3,pl,object,disgust,emotion,0.8719949096441268,0.04334367718547581,1.0,16
bielik_1_5b_v3,pl,object,disgust,identity,0.9346727013587952,-0.005065444041974825,1.0,10
bielik_1_5b_v3,pl,object,disgust,random,0.6781001925468445,-0.004632126400247195,1.0,10
bielik_1_5b_v3,pl,object,disgust,shuffled_emotion,0.8858716785907745,0.029915131651796396,1.0,16
bielik_1_5b_v3,pl,object,excitement,emotion,0.8852951198816299,0.05130966799333688,1.0,17
bielik_1_5b_v3,pl,object,excitement,identity,0.9346727013587952,0.013965216511860478,1.0,10
bielik_1_5b_v3,pl,object,excitement,random,0.6429594993591309,0.013965216511860478,1.0,10
bielik_1_5b_v3,pl,object,excitement,shuffled_emotion,0.8817014783620835,0.04710751385428009,1.0,16
bielik_1_5b_v3,pl,object,fear,emotion,0.8818451344966889,0.03358806701144201,1.0,16
bielik_1_5b_v3,pl,object,fear,identity,0.9346727013587952,0.00219103511190042,1.0,10
bielik_1_5b_v3,pl,object,fear,random,0.6636247932910919,0.006422162952367215,1.0,10
bielik_1_5b_v3,pl,object,fear,shuffled_emotion,0.8824959874153138,0.03591268138261511,1.0,17
bielik_1_5b_v3,pl,object,joy,emotion,0.8858716785907745,0.04266548565356058,1.0,16
bielik_1_5b_v3,pl,object,joy,identity,0.9346727013587952,0.011288776516448695,1.0,10
bielik_1_5b_v3,pl,object,joy,random,0.672420758008957,0.00913079109741374,1.0,10
bielik_1_5b_v3,pl,object,joy,shuffled_emotion,0.8828652769327163,0.04266548565356058,1.0,16
bielik_1_5b_v3,pl,object,love,emotion,0.8817014783620835,0.039196173299569634,1.0,16
bielik_1_5b_v3,pl,object,love,identity,0.9346727013587952,0.005195444170385606,1.0,10
bielik_1_5b_v3,pl,object,love,random,0.6517127394676209,0.00596378147602082,1.0,10
bielik_1_5b_v3,pl,object,love,shuffled_emotion,0.8877463936805725,0.037736166245304036,1.0,16
bielik_1_5b_v3,pl,object,negative,emotion,0.8840597808361054,0.021356286434456702,1.0,17
bielik_1_5b_v3,pl,object,negative,identity,0.9346727013587952,-0.017640610341913977,1.0,10
bielik_1_5b_v3,pl,object,negative,random,0.677888149023056,-0.018704495346173612,1.0,10
bielik_1_5b_v3,pl,object,negative,shuffled_emotion,0.8854104548692703,0.021518736286088823,1.0,17
bielik_1_5b_v3,pl,object,positive,emotion,0.8877463936805725,0.01847030431963504,1.0,16
bielik_1_5b_v3,pl,object,positive,identity,0.9346727013587952,-0.013533898303285215,1.0,10
bielik_1_5b_v3,pl,object,positive,random,0.6546061873435974,-0.013533898303285215,1.0,10
bielik_1_5b_v3,pl,object,positive,shuffled_emotion,0.8840597808361054,0.02279887339100242,1.0,17
bielik_1_5b_v3,pl,object,sadness,emotion,0.8854104548692703,0.036324941518250844,1.0,17
bielik_1_5b_v3,pl,object,sadness,identity,0.9346727013587952,8.395438781008514e-05,1.0,10
bielik_1_5b_v3,pl,object,sadness,random,0.668058305978775,0.0021351506933569896,1.0,10
bielik_1_5b_v3,pl,object,sadness,shuffled_emotion,0.8719949096441268,0.039890329923946394,1.0,16
bielik_1_5b_v3,pl,person,amusement,emotion,0.8864883929491043,0.06436345037072894,1.0,14
bielik_1_5b_v3,pl,person,amusement,identity,0.9412839829921722,-0.0019284035894088446,1.0,10
bielik_1_5b_v3,pl,person,amusement,random,0.6806824386119843,-0.0019284035894088446,1.0,10
