model,language,category,emotion,emotion_strategy,neutral_strategy,projection_emotion,projection_identity,projection_random,projection_shuffled_emotion,delta_emotion_minus_identity,delta_emotion_minus_random,delta_emotion_minus_shuffled
bielik_1_5b_v3,pl,object,amusement,centroid_phrases,neutral_centroid,0.08643717165105044,0.002893114928156161,0.006769879721105121,0.08643717165105044,0.08354405672289428,0.07966729192994532,0.0
bielik_1_5b_v3,pl,object,amusement,single_word,neutral_centroid,0.03931158771738406,0.02534682373516257,0.02883644136600192,0.02534682373516257,0.013964763982221486,0.010475146351382136,0.013964763982221486
bielik_1_5b_v3,pl,object,anger,centroid_phrases,neutral_centroid,0.06645743367262179,0.0042873965576291,-0.0016915996093302996,0.06645743367262179,0.062170037114992686,0.06814903328195208,0.0
bielik_1_5b_v3,pl,object,anger,single_word,neutral_centroid,0.02092365550342943,0.02092365550342943,0.02244750333484258,0.02092365550342943,0.0,-0.001523847831413152,0.0
bielik_1_5b_v3,pl,object,disgust,centroid_phrases,neutral_centroid,0.08517060689628121,-0.0032016340643167404,0.00036010872572661936,0.0667595173232257,0.08837224096059795,0.0848104981705546,0.01841108957305551
bielik_1_5b_v3,pl,object,disgust,single_word,neutral_centroid,0.0015167474746704205,-0.006929254019632911,-0.009624361526221011,-0.006929254019632909,0.00844600149430333,0.01114110900089143,0.008446001494303329
bielik_1_5b_v3,pl,object,excitement,centroid_phrases,neutral_centroid,0.07946161576546726,0.0047727128025144405,0.00477271280251444,0.07042489941231903,0.07468890296295282,0.07468890296295282,0.009036716353148233
bielik_1_5b_v3,pl,object,excitement,single_word,neutral_centroid,0.02315772022120652,0.023157720221206518,0.023157720221206518,0.02379012829624114,3.469446951953614e-18,3.469446951953614e-18,-0.0006324080750346184
bielik_1_5b_v3,pl,object,fear,centroid_phrases,neutral_centroid,0.06137231229804454,-0.0014217515010386498,0.00894350442104043,0.07001392967067657,0.06279406379908319,0.05242880787700411,-0.008641617372632034
bielik_1_5b_v3,pl,object,fear,single_word,neutral_centroid,0.0058038217248394895,0.00580382172483949,0.0039008214836940003,0.0018114330945536495,-8.673617379884035e-19,0.0019030002411454892,0.00399238863028584
bielik_1_5b_v3,pl,object,joy,centroid_phrases,neutral_centroid,0.06521473177708684,0.0024613135028630695,0.0005039379466325293,0.06521473177708684,0.06275341827422377,0.0647107938304543,0.0
bielik_1_5b_v3,pl,object,joy,single_word,neutral_centroid,0.020116239530034323,0.020116239530034323,0.01775764424819495,0.020116239530034323,0.0,0.002358595281839373,0.0
bielik_1_5b_v3,pl,object,love,centroid_phrases,neutral_centroid,0.0731325304601341,0.0066629366017878,0.01266376869753003,0.07174438075162466,0.0664695938583463,0.060468761762604066,0.0013881497085094369
bielik_1_5b_v3,pl,object,love,single_word,neutral_centroid,0.00525981613900515,0.0037279517389834107,-0.0007362057454883896,0.0037279517389834107,0.0015318644000217392,0.00599602188449354,0.0015318644000217392
bielik_1_5b_v3,pl,object,negative,centroid_phrases,neutral_centroid,0.0688668242655694,-0.00912696928717195,-0.01079248497262595,0.06919172396883363,0.07799379355274136,0.07965930923819536,-0.0003248997032642281
bielik_1_5b_v3,pl,object,negative,single_word,neutral_centroid,-0.026154251396655996,-0.026154251396655996,-0.026616505719721278,-0.026154251396655996,0.0,0.0004622543230652816,0.0
bielik_1_5b_v3,pl,object,positive,centroid_phrases,neutral_centroid,0.05810956964269278,-0.00589883560314773,-0.00589883560314773,0.06676670778542754,0.0640084052458405,0.0640084052458405,-0.008657138142734756
bielik_1_5b_v3,pl,object,positive,single_word,neutral_centroid,-0.0211689610034227,-0.0211689610034227,-0.0211689610034227,-0.0211689610034227,0.0,0.0,0.0
